Shipment_ID,Customer_Name,Contact_Phone,Origin,Destination,Order_Date,Delivery_Date,Weight_kg,Status
SHP-633853,,3362646960,,Hernandezhaven,2025-09-02,2025-09-10,48.59,
SHP-724756,Angela Griffin,8270110908,Christianshire,North Mariahaven,2025-09-26,2025-10-07,44.76,Pending
SHP-691194,Nancy Sanchez,7417183769,Brittanyfort,Lake Rachel,2026-05-01,2026-05-14,,DELIVERED
SHP-491794,Stephen Kim,2493660313,East Jennifer,Claytonbury,2025-10-20,2025-10-23,-502.8323209975838,Cancelled
SHP-112884,John Reyes,8628842157,East Sarah,New Lindachester,2025-10-05,2025-10-11,365.05,In Transit
SHP-184148,Mary Ryan,6904897514,Davidside,Ricebury,2026-05-30,2026-06-02,125.88,Cancelled
SHP-177649,Steven Wallace,6201313620,Port Evelynmouth,Jennaside,2026-02-05,2026-02-16,45.19,In Transit
SHP-103642,Veronica Ford,4403845222,,South Michael,2025-10-25,2025-10-28,91.66,Cancelled
SHP-150931,Jessica Richards,7772180882,Lake Beth,North Paul,2026-02-28,2026-03-11,109.35,Cancelled
SHP-685766,Edward Arroyo,4086355679,Nancyshire,Heatherfurt,2026-02-14,2026-02-15,-376.0023209975838,
SHP-605904,Justin Webb,9974165440,Beckyfurt,,2025-08-25,2025-09-04,119.95,Delivered
SHP-232915,Kelly Reese,7045593274,Weststad,South Williamton,2026-04-18,2026-04-27,235.63,Delivered
SHP-725637,,7525484303,Lake Judith,Jasonhaven,2025-09-03,2025-09-06,305.1,In Transit
SHP-221552,Jennifer Robertson,6796738787,Lake Mollymouth,Brownhaven,2025-11-27,2025-12-11,398.7,In Transit
SHP-961760,Mikayla Rodriguez,1662259333,East David,Lewisborough,2026-04-14,2026-04-25,314.12,Pending
SHP-256130,Manuel King,2570991899,Josephfurt,West Susanmouth,2026-02-14,2026-02-27,200.31,Pending
SHP-182467,Eric Morgan,4518871744,Kimberlyland,New Williamstad,2025-11-23,2025-11-28,58.51,Delivered
SHP-351974,Renee Lang,8487449580,Guerreroberg,Lake Tylerport,2025-10-19,2025-10-26,172.82,In Transit
SHP-381342,Anna Briggs,8703867299,North Richard,Nelsonfurt,2026-04-04,2026-04-13,116.0, Pending
SHP-191061,Penny Gomez MD,7460544248,New Alexis,North Andreaside,2026-06-30,2026-07-05,100.44,Delivered
SHP-710434,David Evans,3001472250,Carrollborough,Lake Markfort,2025-09-15,2025-09-28,490.75,Cancelled
SHP-627786,,6850392220,Stacymouth,Ryanberg,2025-11-20,2025-11-30,21.03,In-Transit
SHP-693128,Jasmine White,8695129534,Carlatown,Brianfort,2026-02-01,2026-02-15,68.26,Delivered
SHP-837606,Christopher Kelley,1859759428,Lake Sarah,Jimmytown,2026-03-28,2026-03-23,427.15,Cancelled
SHP-799080,Brian Chen,2885330933,Alexisview,South Kristinatown,2025-07-26,2025-08-04,112.55,In-Transit
SHP-874415,Samuel Zamora,9123207735,Port Devonburgh,Michaelmouth,2026-03-08,2026-03-22,-89.34232099758383,
SHP-735656,Mrs. Stephanie Lee,2419179580,Lake Ryanhaven,West Ryan,2026-03-25,2026-04-03,122.81,Cancelled
SHP-250551,Aaron Gomez,4097892639,Lopezland,Carloshaven,2026-02-06,2026-02-12,64.18,In Transit
SHP-515594,Molly Fischer,1225953184,Riosville,East Thomasberg,2026-02-25,2026-02-28,378.45, delivered 
SHP-876909,Robert Hines,7637761996,Lake Rachel,East Michaelport,2025-12-20,2025-12-26,55.79,Pending
SHP-612311,Cynthia Alvarez,9623534576,Westtown,West Jeffreybury,2025-11-06,2025-11-20,279.53,Delivered
SHP-549956,Vanessa Cardenas,9950486177,New Sarahview,East Joshuaport,2026-07-03,2026-06-23,72.17,Cancelled
SHP-157152,Jeffrey Phillips,1627276995,Gonzaleztown,East Danielle,2025-08-11,2025-08-12,147.01,Cancelled
SHP-908348,Shawn Hamilton,4183654731,Port Kayleetown,Brownhaven,2025-07-26,2025-07-27,134.08,
SHP-847245,Jennifer Miles,2873548915,Lake Amandaberg,Christopherland,2026-01-24,2026-02-01,460.98,Pending
SHP-361824,Heather Maxwell,8532327465,North Emmafort,Port Mercedeston,2026-06-04,2026-06-10,154.46,Delivered
SHP-244383,Jennifer Banks,6928678489,North Anthony,,2026-06-30,2026-06-21,152.19,Cancelled
SHP-130782,Jeffrey Warren,5632753983,Jennifershire,South Spencerstad,2025-07-31,2025-08-14,158.59,Pending
SHP-849398,Ray Ramos,2033653860,East Stevenville,South Paul,2025-11-08,2025-11-10,54.94,Delivered
SHP-233470,Maurice Gray,1817804383,New Ashley,Kelleytown,2025-11-05,2025-10-29,331.2,Pending
SHP-113390,Allison Thomas,3605585995,East Josephburgh,Francesberg,,2026-06-07,-437.8123209975838,Pending
SHP-646571,Eric Brown,9426850694,Lake Erika,Williamsstad,2026-03-17,2026-03-29,128.8,Pending
SHP-961574,Margaret Tanner,3597009738,Smithborough,Lake Carlos,2025-10-18,2025-11-01,128.75,Cancelled
SHP-551524,Samantha Gardner,8996039244,Curtismouth,Kirkchester,2025-09-13,2025-09-15,411.95,Cancelled
SHP-615276,Sandra Mcdonald,3777580509,West Angelachester,Lauraton,2026-05-26,2026-06-03,424.33,Delivered
SHP-823270,Jeremy Acosta,3112035409,Christinachester,Danielleton,2025-08-08,2025-08-18,316.58,Delivered
SHP-546157,John Hall,8375996697,West Carmenside,Scotttown,2026-04-11,2026-04-09,342.19,In Transit
SHP-703869,Kimberly Krause,1643611097,Michaelhaven,Hamptonmouth,2026-06-20,2026-06-17,427.97,Cancelled
SHP-486649,Angela Lin,5471357886,New Brookefurt,Carpenterton,2026-01-01,2026-01-10,217.05,Pending
SHP-182216,Dustin Welch,,Port Gary,Robertshire,2025-12-14,2025-12-16,449.95,
SHP-739717,Arthur Colon,9123612497,Debraville,North Sophia,2025-11-05,2025-11-15,-414.8023209975838,Cancelled
SHP-407696,Rick Blackwell,2178158203,Sarahhaven,Haysside,2026-01-10,2026-01-11,278.91,In Transit
SHP-663483,Maria Cooke,4133661881,South Keith,West Megan,2026-03-07,2026-03-13,216.25,Pending
SHP-611994,Melissa Johnston,6167393219,New Dawnton,Millerton,2026-07-03,2026-07-09,209.9,In Transit
SHP-616554,David Medina,7648059419,Chavezside,Matthewsberg,2026-06-19,2026-06-22,-379.4823209975838,Cancelled
SHP-465227,Gregory Rios,7642365889,Garystad,Hansonmouth,,2025-07-30,458.87,
SHP-432695,Wayne Steele,9459318641,Jeffreyshire,South Kurt,2026-04-03,2026-04-13,146.04, delivered 
SHP-884140,Richard Avery,6046864799,East Williammouth,East Paultown,2026-05-18,2026-06-01,92.02,Delivered
SHP-561124,Jeremy Turner,8612747444,Brittanystad,West Steventon,2025-08-01,2025-08-15,343.71,PENDING
SHP-369761,Alexis Rogers,5482431018,Ashleyborough,New Melissa,2026-06-23,2026-07-05,239.12,Cancelled
SHP-734356,Shelly Lopez,8495457335,,Kevintown,2025-09-30,2025-10-14,452.56,Pending
SHP-700556,Scott Duke,4639017775,East Sydneychester,,2026-04-08,2026-04-14,423.46,Pending
SHP-371222,,9881854670,South Brandyhaven,,2025-09-26,2025-09-29,,Cancelled
SHP-342389,William Baker,,North Lisaton,Michaelmouth,2025-12-22,2026-01-03,37.14,Pending
SHP-195513,Kaitlyn Burke,3127657643,North Josestad,New Benjaminfurt,2026-07-06,2026-07-18,481.26,Pending
SHP-438756,Nicholas Garner,4746123831,West Timothyport,West Paige,2026-06-10,2026-06-14,371.57,Cancelled
SHP-729057,,1065857791,Meganchester,Mckenziemouth,2026-03-03,2026-03-07,481.23,Delivered
SHP-598844,Megan Romero,8417757797,Port Diane,West Connor,2025-08-29,2025-08-31,218.15,In-Transit
SHP-777513,David Kim,8826851692,Warrenburgh,Nathanport,2025-12-07,2025-12-09,219.59,Pending
SHP-648513,Lisa Reynolds,7552812957,South Michael,Hernandezside,2026-06-21,2026-07-04,207.67,PENDING
SHP-746624,Brian Torres,5555027957,Cookfurt,Scottchester,2026-05-23,2026-05-28,,Delivered
SHP-428096,Todd Armstrong,2164344392,,East Aprilfurt,2026-04-21,2026-04-23,343.79,Pending
SHP-211726,Tommy Wallace,4120719599,Curtisland,South Shane,2026-02-10,,329.19,cancelled
SHP-324597,Ralph Lee,8518238399,East Chris,New Kellihaven,2025-07-25,2025-08-04,-313.4823209975838,Cancelled
SHP-274573,Louis Brown,3521300895,South Maria,Davishaven,2025-08-23,2025-09-05,411.24,Cancelled
SHP-765320,Jesse Clark,9912233947,New Kathy,Gloverland,2025-08-29,,206.07,In Transit
SHP-990731,Toni Thomas,1194576436,Susantown,North Bobby,2026-02-17,2026-02-20,358.23,Cancelled
SHP-243260,Mark Williamson,,Jackiefort,West Andrew,2025-07-29,2025-08-03,234.19,Cancelled
SHP-437864,Kiara Smith,1149460439,Lake Jessicabury,Larryville,2025-12-06,2025-12-08,121.82,Pending
SHP-738419,Debbie Andrews,8471762590,Sarashire,Stonefort,2026-01-17,2026-01-23,183.55,Delivered
SHP-819050,Elizabeth Stanley,4159699467,Cindyberg,Rivasville,2026-01-25,2026-02-02,261.28,Delivered
SHP-408823,Nicholas Rush,,Rosalesshire,,,2026-03-28,393.26,
SHP-880762,Isaac Castro,1481933114,Mauricechester,West Michelleborough,2026-02-19,2026-03-05,,In Transit
SHP-107686,,8575707116,Port Gina,East Amandachester,2026-03-18,2026-03-24,27.39,Delivered
SHP-391668,Daniel Schneider,3524521602,Montoyaland,Wallaceshire,2025-12-31,2026-01-13,483.3,Cancelled
SHP-456331,Christopher Thomas,1780520225,Jonestown,Lake Alyssafurt,2025-12-20,2025-12-25,-199.0323209975838,In Transit
SHP-265613,Timothy Johns,5305985001,Santosport,Justinton,2026-06-28,2026-07-10,152.79,Cancelled
SHP-896204,April Kelly,7660813178,Amystad,North Pennyfort,2025-09-02,2025-09-05,314.39,Delivered
SHP-144887,Kelly Moody,6913417379,Harrisonmouth,North Tinamouth,2025-08-19,2025-08-09,,Pending
SHP-665484,Kyle Welch,3027530378,Millsside,Reginafort,2026-02-04,2026-02-09,207.39,In-Transit
SHP-776913,Jeremy Mcintyre,1572989855,Figueroahaven,Lorihaven,2026-05-13,2026-05-19,275.28,In Transit
SHP-688956,Reginald Padilla,3667292043,New Justin,Gonzalezberg,2026-06-06,2026-06-16,-486.6223209975838,Delivered
SHP-816289,Cheryl Mclaughlin,2065354117,Lake John,Jamieborough,2026-05-30,2026-06-04,194.87, Pending
SHP-949541,Alison Cooper,5758659815,,New Ethan,2026-02-12,2026-02-24,455.3,Delivered
SHP-820442,Karen Keith,2963288053,Evansfurt,New Ashleyhaven,2026-05-17,2026-05-09,419.16,Cancelled
SHP-735605,,,West Raymond,Taramouth,2026-05-18,2026-05-29,275.06,Pending
SHP-900190,Zachary Owens,9229469952,Tylerland,Wagnerbury,2025-10-01,2025-10-04,498.49, delivered 
SHP-597635,Hannah Martin,5453811475,Kaitlynland,Anthonyton,2025-09-11,,,In Transit
SHP-979940,Gabriela Thomas,3971203213,West Samanthafort,Port Janice,2025-12-31,2026-01-05,333.66,Pending
SHP-913761,Jonathan Roberts,3347621138,Barbaramouth,West Nancy,2026-03-23,2026-03-25,223.66,DELIVERED
SHP-360221,Lindsay Lawson,1033015788,Port Melanieport,New Catherine,2025-09-21,2025-09-26,472.94,In Transit
SHP-427040,Richard Boyd,5140460939,Thomasmouth,Floresport,2025-07-27,2025-07-28,499.3,Cancelled
SHP-331230,Kyle Smith,9383431259,Sierraberg,Keithville,2025-07-13,2025-07-17,326.82,Delivered
SHP-862712,Maria Hernandez,9284507318,East Jonathanburgh,Port Katherine,2025-08-08,2025-08-18,340.29,Cancelled
SHP-839389,Susan Jordan,2704657157,Lake Sarah,West Carlos,2026-02-02,,479.85,Cancelled
SHP-963539,Valerie Taylor,8834841054,Carrieborough,Edwardsfurt,,2025-11-13,333.07,Delivered
SHP-434827,Brittany Shaw,2267841227,East Brent,Maddoxshire,2026-01-22,2026-01-26,168.28,Cancelled
SHP-802685,Christopher Jenkins,3021598245,,South Christopherview,2025-11-12,2025-11-16,409.21,cancelled
SHP-742686,,5613503623,Christianburgh,Port Travisbury,2025-11-15,2025-11-23,341.65,Pending
SHP-185461,Brenda Bailey,7371573279,Andersonland,Angelicamouth,2026-05-22,2026-05-29,413.74,Pending
SHP-710156,Patricia Lewis,3923699745,New Jorgeside,Valdezberg,2025-11-29,2025-11-30,,Delivered
SHP-935922,,8138816152,South Kimberlystad,Stephensfort,2025-11-21,2025-11-24,299.55,Delivered
SHP-165046,Elizabeth Molina,8991977937,West Lisaville,Lake Deborah,2025-12-08,2025-12-15,69.73,Pending
SHP-191061,Penny Gomez MD,7460544248,New Alexis,North Andreaside,2026-06-30,2026-07-05,100.44,Delivered
SHP-533914,Jesse Perry,4856070374,West Ronaldview,Stephaniefort,2025-08-05,2025-08-13,,PENDING
SHP-387748,Jason Clark,5647317872,New Brian,South Jenniferport,2025-12-23,2025-12-26,193.1,In Transit
SHP-173863,Crystal Green,7460728316,Hayesfurt,Stewartfurt,2026-03-28,2026-04-10,277.18,Delivered
SHP-956572,Larry Salas,1367704871,Lake Timothystad,Lake Meghanville,2025-10-29,2025-11-10,206.18, Pending
SHP-400692,Adam Weeks,2613385303,Evanschester,Carlatown,2026-02-08,2026-02-19,482.25,In-Transit
SHP-266889,Karen Green,5161807235,Port Dana,Simsview,2025-12-28,2026-01-10,425.1,In Transit
SHP-443897,Emily Long,2388450337,Brittneyhaven,Ericksonport,2026-01-10,2026-01-23,-211.4423209975838,Delivered
SHP-705050,Amy Hernandez,3409076656,Christopherbury,New Kathybury,2026-05-07,2026-05-09,42.25,In-Transit
SHP-514186,James Simmons MD,6515369278,,North Christina,,2026-03-19,-432.9023209975838,In Transit
SHP-274446,Stephanie Williams,7739255769,West Michaelchester,East Amanda,2026-02-15,2026-02-22,-282.60232099758383,Delivered
SHP-918665,Patrick Cannon,4486522557,New Dannyside,Amberton,2026-05-01,2026-04-26,34.69,Pending
SHP-800224,Eric Sullivan,9205284543,Hannahport,Christinabury,2025-08-31,2025-09-01,362.61,Cancelled
SHP-947228,Leon Erickson,6618965944,North David,Garrettville,2026-04-22,2026-04-28,381.87,Delivered
SHP-734534,Thomas Williams,2886149718,,Debrashire,2025-12-19,2025-12-27,345.9,Cancelled
SHP-665579,Tammy Sellers,8877444318,Tracyville,Natashaport,2025-10-11,2025-10-10,188.24,In Transit
SHP-128941,Wesley White,1030884438,Benjaminchester,Jessicamouth,2025-12-26,2026-01-07,317.4,In Transit
SHP-734210,Grant Watts,1248786714,Williamview,North Cynthiaview,2025-07-27,,473.74,Delivered
SHP-955374,Gary Rodriguez,7625389037,Silvatown,Bakershire,2026-02-19,2026-02-26,31.83,Pending
SHP-953025,Sandra Cohen,2549972386,Welchberg,Lake Kimberlymouth,2025-07-24,2025-07-29,-18.37232099758382,In Transit
SHP-947228,Leon Erickson,6618965944,North David,Garrettville,2026-04-22,2026-04-28,381.87,Delivered
SHP-361824,Heather Maxwell,8532327465,North Emmafort,Port Mercedeston,2026-06-04,2026-06-10,154.46,Delivered
SHP-917018,Steven Stein,6228133486,New Adriana,Jacksonview,2025-11-04,2025-11-01,475.52,Pending
SHP-288503,,4989487508,South Robert,Johnsonmouth,2026-02-24,2026-03-01,-91.78232099758382,In Transit
SHP-805511,Deborah James,2960488639,Danielbury,Johnsonside,2025-11-14,2025-11-27,235.0,Pending
SHP-885408,Zoe Bell,3181106786,Port Susanton,East Jamestown,2026-03-08,2026-02-27,96.98,Delivered
SHP-156215,Tiffany Washington,9259157845,Port Patrick,Ortizfort,2025-12-18,2025-12-20,50.16,Delivered
SHP-187295,Luke Miller,4203205881,Parkerbury,Scottberg,2025-08-30,2025-09-09,41.15,Cancelled
SHP-480992,Ruth Richard,9138644862,Annfort,Jenniferville,2025-08-17,2025-08-31,44.04,In Transit
SHP-327738,Eric Lloyd,2486744752,Steventon,Christopherberg,2025-08-01,2025-08-06,98.3,DELIVERED
SHP-656837,David Garcia,4776677517,Jenniferville,North Tamara,2026-07-06,2026-07-20,39.56,Cancelled
SHP-648615,Amanda Pace,4928783441,Port Anthony,South Jameston,2026-02-17,2026-02-26,209.28,
SHP-125611,William Carr,2067970820,South Robertshire,Lake Heather,2026-01-18,2026-01-22,270.46,In Transit
SHP-424314,Mitchell Mendoza,2950049698,Hammondshire,East Teresaland,2026-01-01,2026-01-12,-126.91232099758383,Pending
SHP-971733,Shannon Martin,8178361487,South Kenneth,Ambermouth,2025-07-10,2025-07-23,264.61,Cancelled
SHP-854987,Christian Rivera,6562457052,Hudsonbury,Piercemouth,2025-10-18,2025-10-30,210.67,In Transit
SHP-479818,Ruth Guerrero,8607135564,Shepherdville,Leonardfort,2025-09-30,2025-10-12,107.6,Cancelled
SHP-235047,Ryan Lamb,2437308013,North Sheriton,New Ryan,2026-04-17,2026-04-23,51.78,
SHP-327900,Marcus Roberts,6572436051,Samanthaberg,New Amy,2026-03-14,,345.86,In Transit
SHP-117367,Scott Gordon,8285000265,Serranoville,South Rachel,,2026-03-03,-65.44232099758382,In Transit
SHP-337178,Jill Smith,3894673596,Lisachester,South Chad,2025-12-06,2025-12-11,224.34,Cancelled
SHP-916953,Carlos Johnson,4262396395,Catherinebury,East Grace,2025-11-26,2025-11-19,205.61,Cancelled
SHP-793384,Dylan Miller,6241752544,Port Craig,Shawnstad,2025-09-11,2025-09-21,142.7,Delivered
SHP-739966,Jessica Bowen,6777473414,South Christina,Heathland,2026-06-23,2026-06-20,145.21, Pending
SHP-144887,Kelly Moody,6913417379,Harrisonmouth,North Tinamouth,2025-08-19,2025-08-09,,Pending
SHP-576805,,9922723063,North Kristinbury,Port Anne,2025-08-06,2025-08-11,121.07,Pending
SHP-720995,Catherine Saunders MD,4735313433,Hahnborough,Salinasland,2026-05-24,2026-05-30,388.31,Delivered
SHP-785010,Charles Johnson,3107125807,Markland,North Robertburgh,2025-09-11,2025-09-17,278.75,Cancelled
SHP-279708,Ryan Newman,7805633786,Arielville,East Jasonshire,2026-01-11,2026-01-25,321.08,Pending
SHP-847251,Sonya Davis,8943294720,Heatherburgh,North Dannymouth,2026-03-13,2026-03-24,448.78,Pending
SHP-338596,,1221670908,Hernandezbury,New Stacyville,2025-09-22,2025-09-27,276.86,
SHP-535037,,7228002201,Antoniostad,South Sean,2025-10-10,2025-10-23,,Pending
SHP-794303,Brian Turner,8392424691,East Jessica,Connerfort,2026-03-19,2026-03-12,208.38, Pending
SHP-180674,Justin Knight,9861449701,Rhodesside,Patrickberg,2026-05-13,2026-05-27,234.81,Pending
SHP-421517,Bryan Lee,6464693977,Lake Amandaburgh,East Joanna,2025-10-25,2025-11-04,109.26,Pending
SHP-520106,Kelly Dawson,4765583254,Port Lorifort,Smithhaven,2025-10-29,2025-10-30,152.7,Delivered
SHP-600149,Guy Molina,7249213370,,South Jeffrey,2025-12-26,2026-01-02,349.81,Cancelled
SHP-950155,Jason White,8357059814,Kimberlychester,West Erik,2026-04-08,2026-04-15,-503.97232099758384,Pending
SHP-156778,Jenny Ayers,5980945846,New Michaelburgh,Brayhaven,,2026-01-16,-260.1223209975838,Pending
SHP-623879,Carol Moore,6246612046,New Emilyville,Lake William,2025-07-27,2025-07-25,-94.60232099758383,Delivered
SHP-174675,Cory Wilson,7201539282,Morenochester,Port Melissaberg,,2025-10-04,25.97,Pending
SHP-990598,Scott Thomas,7763765757,Melendezside,Faulknerside,2026-02-01,2026-02-13,151.14,Cancelled
SHP-187949,Denise Whitehead,8261111839,Port Samuel,Port Shannon,2025-11-23,2025-12-04,357.36,Cancelled
SHP-800305,Elizabeth Alvarado,9285415473,West Darrell,Lake Angelaview,2025-10-27,2025-11-10,404.35,PENDING
SHP-506313,Michael Cannon,6262814762,New Justin,Davidsonville,2025-08-16,2025-08-30,355.25,In-Transit
SHP-332785,Kelly Carpenter,5567946981,South Neil,Bartonshire,2026-04-04,2026-04-12,390.12,Delivered
SHP-653948,Alexandria Ward,2849649210,Davidshire,Diazburgh,2026-05-02,2026-05-05,193.2,In Transit
SHP-268772,Luis King,,East Emilyshire,Port Karenside,2026-01-05,2026-01-08,199.51,Pending
SHP-987624,Mrs. Taylor Frey,8585583166,,Lindastad,2026-06-30,2026-07-04,117.14,In-Transit
SHP-430984,Alexandra Clark,3964774623,West Michaelview,New Jose,,2025-11-03,458.48,Pending
SHP-869864,Haley Ross PhD,7887897660,West Johnville,Shannonberg,2025-08-17,2025-08-18,50.21,Delivered
SHP-931161,Mr. Jonathan Taylor,7691931213,East Chris,Jasonburgh,2025-09-09,2025-08-30,471.04,Pending
SHP-237962,April Cannon,4602080228,South Tylerfort,New Nicolebury,2025-10-02,2025-10-08,304.56,Cancelled
SHP-415779,David Fowler,7243788374,Brownfort,Lake Zacharybury,2026-04-15,2026-04-20,129.44,Delivered
SHP-859782,Paige Carlson,7393195616,Port Jamesbury,Harrytown,2026-04-11,2026-04-25,30.15,Cancelled
SHP-127965,James Brooks,4405620755,Vangstad,North Lucas,2025-08-17,2025-08-19,-157.02232099758382,Cancelled
SHP-234001,,,Lake Ellenhaven,Andrewport,2025-09-18,2025-09-23,441.41,In Transit
SHP-244789,Kristina Bolton,4048494026,Foxmouth,South Rhonda,2025-11-20,2025-11-25,277.67,PENDING
SHP-688637,Nicole Patterson,3303082117,Coxberg,Daviston,2026-06-09,2026-06-16,44.01,Pending
SHP-926372,Jacqueline Richards,8133593748,Yorkfort,,2026-03-08,2026-03-13,-232.1023209975838, Pending
SHP-719446,Mr. Jeffrey Carr,7752880042,Cherylberg,Knappville,2026-06-20,2026-06-28,402.81,In Transit
SHP-398151,Jeremiah Lopez,2125089309,West Shelleyfort,Port Cameronfort,2025-08-08,2025-08-20,223.71,Cancelled
SHP-132498,Matthew Lawson,4996346509,,Jamieborough,2025-12-16,2025-12-23,-37.73232099758382,Pending
SHP-273148,Shane Henderson,,New Karina,Lake Larry,2026-03-28,2026-03-31,233.82,Pending
SHP-588461,Haley Humphrey,5010075517,Port Tammy,Shawton,2026-05-29,2026-06-05,61.81,In Transit
SHP-934692,Mary Campbell,1422701550,Clarencebury,Jeffreyborough,2025-09-05,2025-09-12,365.47,Delivered
SHP-775990,Donna Jones,7844995269,East Jessicafort,Michaelbury,2025-08-18,2025-08-27,415.0,Cancelled
SHP-601410,Paul Obrien,5165932723,Milesfort,Port John,2026-04-29,2026-04-22,237.4,Pending
SHP-194458,Dylan Foster,6350369667,West Christopher,New Raymondland,2025-12-12,2025-12-21,329.03,
SHP-822794,Kathryn Mccann,8083429496,North Samuelland,Cassiefurt,2026-05-06,2026-05-08,-80.56232099758383,Delivered
SHP-711248,Victor Hill,2420277403,South Sarah,West Gregoryhaven,2025-08-20,2025-09-01,,Pending
SHP-515492,Megan Green,9952125442,North Stephanie,Hawkinsside,2025-10-15,2025-10-26,90.42,In Transit
SHP-224052,Margaret Montgomery,,Lake Melaniestad,West Kristinport,2026-03-02,2026-03-08,398.47,
SHP-989265,Luis Perry,1569113257,West Michaelborough,Lake Jamesport,2025-10-17,2025-10-20,218.33,Cancelled
SHP-853681,Diane Glover,2916728422,Gonzalezborough,Marieborough,2025-11-26,,146.36,Cancelled
SHP-441819,Brian Lambert,6561543484,Rosemouth,Carrshire,2025-08-23,2025-09-01,-311.0623209975838,Delivered
SHP-900441,Tracy May,9467483275,Murraystad,East Jennifer,2026-01-16,2026-01-25,253.39,Pending
SHP-355021,Courtney Sutton DVM,3304560537,North Richardfurt,Browntown,,2026-04-17,187.45,Pending
SHP-693022,Jon Rivera,9523104008,East Michaelmouth,Lake Nicole,,2025-08-21,385.87,In-Transit
SHP-477880,Denise Colon,4485356009,Reidville,East Nathanmouth,2025-09-17,2025-09-19,359.44,Cancelled
SHP-204411,Sara Smith,9984030846,South Stephen,Harrisberg,2026-06-17,2026-06-26,-117.86232099758382,Cancelled
SHP-272537,Roger Olson,4803044105,Juliemouth,South Sydneyberg,2026-04-29,2026-05-12,215.45,In-Transit
SHP-611994,Melissa Johnston,6167393219,New Dawnton,Millerton,2026-07-03,2026-07-09,209.9,In Transit
SHP-807256,Maurice Andrade,3058982440,Port Henry,Wagnerburgh,2026-02-02,2026-02-16,-460.35232099758383,Pending
SHP-854639,Jonathan White,4673561638,Port Colleenhaven,East Nathaniel,2025-09-11,2025-09-25,55.0,Pending
SHP-596574,Elizabeth Sanders,8325222092,Jacobsonview,Lake Amyburgh,2025-12-01,2025-12-09,309.6,Delivered
SHP-100177,Rebecca Richmond,2306204982,Pamelaside,Lake Emily,2025-11-19,2025-11-22,164.72,In Transit
SHP-437433,Thomas Flores,2014766981,New Nathanhaven,East Jeffreyhaven,2025-07-28,2025-07-31,131.7,In Transit
SHP-926867,Hannah Snow,,North Hannah,Jenniferview,2026-06-24,2026-07-01,153.75,
SHP-240606,David Rivera,2178884276,,North Joseph,2026-03-29,2026-03-26,433.21,Delivered
SHP-575575,Anthony Gonzales,9935429720,Marshallmouth,West Michelle,2025-11-11,2025-11-12,,cancelled
SHP-989545,Casey Marshall,3363629219,Stephaniemouth,Rivasside,2025-12-30,2025-12-31,327.81,Delivered
SHP-442230,Donald Riddle,3115806625,Perezside,Reynoldsshire,2026-03-23,2026-03-25,,In Transit
SHP-879769,Laura Wilson,,South Diamondmouth,,2025-12-22,2025-12-29,328.18,Cancelled
SHP-947975,Carlos Perry,5683143581,New Stevenport,South Jonathantown,2026-04-26,2026-04-28,381.38,Delivered
SHP-427557,Erin Daniels,2034953269,Lake Dillon,Port Devin,2026-04-03,2026-04-13,265.6,Pending
SHP-506951,Kristen Gates,7745949301,Starktown,Rodriguezberg,2025-09-05,2025-09-08,333.86,Delivered
SHP-884170,Matthew Bowers,8577013359,South Paul,South Danielle,2025-08-06,2025-08-11,167.42,Delivered
SHP-565108,Bobby Franklin,6928691380,East Joshuashire,Oscarhaven,2025-11-01,2025-11-02,471.66,In-Transit
SHP-959099,Eric Lane,9760623742,Barbarafurt,Davidborough,2025-08-08,2025-08-10,212.52,PENDING
SHP-837920,Madeline Hill,7641192909,Bethshire,South Desiree,2025-11-29,2025-12-10,-393.5023209975838,Pending
SHP-329258,Lance Hoffman,1958682846,Robinsonshire,Lisatown,2026-05-01,2026-05-13,55.74,Delivered
SHP-237962,April Cannon,4602080228,South Tylerfort,New Nicolebury,2025-10-02,2025-10-08,304.56,Cancelled
SHP-438041,Paige Hart,7183058541,Craigside,Nataliechester,2026-05-20,2026-05-28,234.9,Pending
SHP-513160,Mary Miller,3328710672,,North Jorge,2025-11-14,2025-11-26,160.23,Delivered
SHP-594241,Grace White,1948540266,Clarkstad,Melissaview,2026-01-01,2026-01-04,,Cancelled
SHP-669827,Timothy Kane,8339176912,New Patrick,Williamsfort,,2026-04-11,262.36, delivered 
SHP-980521,,2893321208,New Michelleberg,West Angelashire,2026-02-20,2026-03-02,185.61,In Transit
SHP-124813,Jennifer Ramirez,2452066459,Port Joshuahaven,Frazierside,2025-11-16,2025-11-26,279.19,In Transit
SHP-652329,Alyssa Alvarado,9863781331,Michellemouth,Amyberg,2026-04-07,2026-04-08,467.62,Delivered
SHP-313068,Brittney Murphy,7767834064,West Hollybury,East Christopherchester,2025-08-24,2025-09-03,,cancelled
SHP-566509,Teresa Adkins,9837912162,Gutierrezburgh,East Jessicaview,2026-07-10,2026-07-18,-344.3923209975838,Pending
SHP-298663,Matthew Hudson,4752171298,,Reeseshire,2025-11-26,2025-11-30,403.3,In Transit
SHP-709303,Karen Carlson,9561946187,Kellibury,South Christopher,2026-03-07,2026-03-11,408.81,Pending
SHP-755744,Mary Henry,5979337757,Charlesmouth,,2026-05-11,2026-05-20,-242.4423209975838,Pending
SHP-810687,Patricia Becker,7250964836,Lake Colton,West Kristinaton,2026-02-20,2026-03-03,289.96, delivered 
