transaction_id,customer_id,customer_name,email,phone,order_date,delivery_date,city,state,pincode,category,product_name,quantity,unit_price,discount_percent,gst,shipping_cost,payment_method,payment_status,order_status,currency,total_amount
TXN_1093,CUST_244,Jeevika Barman,jeevikabarman88@example.com,03613407451,2026-01-29,2026-02-05,मोकामा,Gujarat,292330,Electronics,Electronics Product 87,4.0,4247.78,10,2752.56,0,Net Banking,Pending,Shipped,INR,18044.57
TXN_1115,CUST_146,Vritti Dube,vrittidube35@example.com,00614973103,2025-11-28,2025-12-04,Jodhpur,हिमाचल प्रदेश,774186,Home,Home Product 53,,527.48,5,288.6,100,Cash on Delivery,Success,Shipped,INR,1891.92
TXN_1044,CUST_112,रावण जोशी,रावणजोशी72@example.com,04036900343,2025-08-03,2025-08-05,Ramagundam,हिमाचल प्रदेश,622683,Electronics,Electronics Product 68,2.0,0.0,20,1200.63,100,,Refunded,Cancelled,INR,7870.82
TXN_1047,CUST_198,अवन्ती कपूर,अवन्तीकपूर89@example.com,04490581477,2025-11-08,2025-11-10,Arrah,छत्तीसगढ,798079,Fashion,Fashion Product 18,4.0,2334.2,20,1353.5,50,Cash on Delivery,Success,Shipped,INR,8872.94
TXN_6735,CUST_444,रीतिका Gandhi,रीतिकाgandhi@example.com,08687653269,2025-08-25,2025-08-28,,Meghalaya,392603,Sports,Sports Product 53,2.0,4236.73,15,1314.44,100,Cash on Delivery,Pending,Shipped,INR,8616.88
TXN_1184,CUST_176,Tanmayi Basak,tanmayibasak99@example.com,8608680347,2025-08-11,2025-08-14,मोकामा,दिल्ली,490827,Fashion,Fashion Product 98,4.0,1926.68,10,1266.49,100,Net Banking,Failed,Delivered,INR,8302.54
TXN_1099,CUST_266,कौशल्या त्रिवेदी,fake_placeholder@example.com,9999999999,2025-07-12,2025-07-13,Karimnagar,गोवा,582710,Fashion,Fashion Product 15,1.0,1869.64,15,286.05,0,,Pending,Shipped,INR,1875.24
TXN_1030,CUST_141,Jacob Dube,jacobdube95@example.com,08467737826,2025-12-27,2025-12-31,Coimbatore,अंडमान और निकोबार,044997,Sports,Sports Product 64,1.0,543.51,0,507.16,100,UPI,Success,Processing,INR,3324.71
TXN_1116,CUST_289,आदरसूचक चण्डा मल्होत्रा,आदरसूचकचण्डामल्होत्रा82@example.com,07434902115,2025-12-07,2025-12-08,चक्रधरपुर,Uttarakhand,879374,Electronics,Electronics Product 77,1.0,2192.87,15,680.02,50,UPI,Failed,Processing,INR,4457.9
TXN_1101,CUST_171,Yash Chadha,fake_placeholder@example.com,9999999999,2025-10-17,2025-10-23,Sri Ganganagar,महाराष्ट्र,410564,Home,Home Product 37,4.0,,5,1719.77,50,Credit Card,Failed,Processing,INR,11274.06
TXN_1175,CUST_229,Vasudha Ghose,vasudhaghose58@example.com,01940961055,2025-11-10,2025-11-17,मुंबई,West Bengal,604805,Sports,Sports Product 45,5.0,0.0,0,3205.61,0,Credit Card,Refunded,Processing,INR,21014.56
TXN_7230,CUST_176,Tanmayi Basak,tanmayibasak99@example.com,8608680347,2025-08-11,2025-08-14,मोकामा,दिल्ली,490827,Fashion,Fashion Product 98,4.0,1926.68,10,1266.49,100,Net Banking,Failed,Delivered,INR,8302.54
TXN_1075,CUST_220,अमृत चतुर्वेदीजी,अमृतचतुर्वेदीजी67@example.com,+919079030673,2025-10-21,2025-10-27,Kolhapur,मणिपुर,342836,Beauty,Beauty Product 45,2.0,4986.25,15,1543.79,100,Cash on Delivery,Success,Cancelled,INR,10120.42
TXN_1108,CUST_275,कुणाल रेड्डी,कुणालरेड्डी14@example.com,07066253244,2025-08-29,2025-08-24,अहमदाबाद,Rajasthan,687014,Beauty,Beauty Product 19,1.0,1949.5,5,333.36,0,UPI,Failed,Processing,INR,2185.38
TXN_1133,CUST_252,Gavin Modi,gavinmodi91@example.com,7550375899,2026-04-05,2026-04-06,असम,हिमाचल प्रदेश,055488,Home,Home Product 81,4.0,0.0,10,2200.43,0,Credit Card,Refunded,Processing,USD,$173.8
TXN_7627,CUST_493,रुक्मिणी कुमार,रुक्मिणीकुमार@example.com,8949058077,2026-01-10,2026-01-12,Aligarh,छत्तीसगढ,696393,Fashion,Fashion Product 27,4.0,0.0,20,694.06,50,Cash on Delivery,Refunded,Shipped,INR,4549.95
TXN_1082,CUST_297,Anika Batra,fake_placeholder@example.com,9999999999,2025-07-27,2025-07-30,अनंतनाग,Odisha,856218,Sports,Sports Product 44,1.0,1772.78,10,305.19,100,Cash on Delivery,Pending,Cancelled,INR,2000.69
TXN_1109,CUST_197,सावित्री रोद्रिगुएस,सावित्रीरोद्रिगुएस77@example.com,8065787598,2025-09-06,2025-09-11,,Andhra Pradesh,040785,Home,Home Product 68,5.0,3224.42,0,2919.98,100,Credit Card,Pending,Cancelled,INR,19142.08
TXN_1062,CUST_123,आदरसूचक सिद्धार्थ त्रिवेदी,आदरसूचकसिद्धार्थत्रिवेदी38@example.com,05562588153,2026-05-18,2026-05-20,करना,मिजोरम,046963,Beauty,Beauty Product 98,2.0,1877.93,20,549.84,50,Cash on Delivery,Failed,Cancelled,USD,$43.43
TXN_1048,CUST_207,कमल सक्सेनाजी,कमलसक्सेनाजी50@example.com,01820377889,2025-10-25,2025-11-01,Serampore,त्रिपुरा,905151,Sports,Sports Product 99,1.0,4355.29,20,636.16,50,Cash on Delivery,Success,Processing,INR,4170.39
TXN_1059,CUST_122,आदरसूचक विमला श्रीवास्तव,fake_placeholder@example.com,9999999999,2025-08-24,2025-08-28,जिलोंपर,Punjab,467866,Fashion,Fashion Product 69,5.0,0.0,15,2492.56,50,,Refunded,Processing,INR,16340.14
TXN_1081,CUST_220,सम्मानसूचक विशाल महरा,सम्मानसूचकविशालमहरा32@example.com,07933410166,2025-10-04,2025-10-08,अहमदनगर,Tamil Nadu,765918,Sports,Sports Product 28,1.0,1357.75,20,800.06,100,UPI,Success,Processing,EUR,€58.28
TXN_6222,CUST_144,Lila V,lilavig79@example.com,+914091570184,2025-09-06,2025-09-01,Bhagalpur,केरल,485714,Beauty,Beauty Product 64,5.0,1975.67,15,1529.39,100,Credit Card,Pending,Shipped,INR,10025.99
TXN_1119,CUST_128,श्याम लोबो,श्यामलोबो37@example.com,04713247546,2026-04-08,2026-04-14,Mango,Uttarakhand,850821,Sports,Sports Product 72,5.0,3502.1,0,3151.89,0,Cash on Delivery,Success,Delivered,INR,20662.39
TXN_1152,CUST_121,Zehaan Lal,zehaanlal94@example.com,05946368872,2026-05-08,2026-05-12,अनन्तपुर,उत्तर प्रदेश,137213,Electronics,Electronics Product 65,5.0,4977.94,5,4274.14,100,Net Banking,Failed,Delivered,INR,28019.35
TXN_1054,CUST_221,Pushti Agarwal,pushtiagarwal86@example.com,+919621851888,2026-05-02,2026-05-03,Nandyal,Rajasthan,405153,Sports,Sports Product 37,4.0,3647.59,10,2363.64,0,Credit Card,Pending,Processing,INR,-500.0
TXN_1079,CUST_212,Forum Karpe,forumkarpe90@example.com,03785477725,2026-04-07,2026-04-11,Bongaigaon,जम्मू और कश्मीर,100623,Electronics,Electronics Product 13,5.0,0.0,5,3511.86,50,Credit Card,Refunded,Delivered,INR,23022.18
TXN_1187,CUST_257,शर्म बोसजी,संमानितबलमहरा95@example.com,+918498302205,2025-12-30,2026-01-04,Patna,उत्तरांचल,162249,Fashion,Fashion Product 41,1.0,3514.25,20,506.05,0,UPI,Success,Delivered,INR,3317.45
TXN_1165,CUST_262,आदरसूचक कशोर देशपांडे,आदरसूचककशोरदेशपांडे71@example.com,03416389448,2025-09-17,2025-09-20,अलीगढ,Goa,179749,Fashion,Fashion Product 90,1.0,3264.93,0,1781.06,100,UPI,Pending,Shipped,INR,11675.85
TXN_1144,CUST_160,सीमा झादव,सीमाझादव39@example.com,+914913577594,2026-06-12,2026-06-13,Satna,महाराष्ट्र,336452,Electronics,Electronics Product 40,4.0,3375.28,20,1953.16,50,Credit Card,Success,Cancelled,EUR,€142.27
TXN_1070,CUST_167,Bhavani Sha,bhavanisha85@example.com,+918743152742,2026-01-08,2026-01-09,Sagar,Goa,851612,Fashion,Fashion Product 40,,0.0,5,1020.52,0,Cash on Delivery,Refunded,Cancelled,INR,6690.06
TXN_1118,CUST_213,कालिदास नारायण,कालिदासनारायण85@example.com,+919148564679,2026-06-20,2026-06-24,अलांग,पश्चिमी बंगाल,065307,Beauty,Beauty Product 87,4.0,2363.83,5,1634.86,100,Credit Card,Failed,Cancelled,INR,10717.41
TXN_1016,CUST_250,नेहा अगरवालजी,नेहाअगरवालजी71@example.com,03201632870,2026-04-21,2026-04-23,Sirsa,Uttar Pradesh,798687,Sports,Sports Product 38,1.0,,0,147.5,0,Credit Card,Success,Processing,INR,966.97
TXN_1151,CUST_194,Veer Subramaniam,veersubramaniam56@example.com,09916247314,2025-08-17,2025-08-21,अलीगढ,Tamil Nadu,806356,Beauty,Beauty Product 59,3.0,4881.76,15,2258.73,100,Cash on Delivery,Failed,Processing,INR,14807.22
TXN_1056,CUST_275,संमानित अवन्ती मजूमदार,fake_placeholder@example.com,9999999999,2025-12-27,2025-12-22,,Assam,479627,Electronics,Electronics Product 82,,2062.42,15,333.55,100,Net Banking,Success,Processing,INR,2186.61
TXN_1003,CUST_197,सम्मानात्मक दीपाली गोयल,सम्मानात्मकदीपालीगोयल13@example.com,+913884969653,2026-01-28,2026-01-31,Mysore,West Bengal,269166,Home,Home Product 87,3.0,,15,1914.62,100,Credit Card,Refunded,Delivered,INR,12551.42
TXN_1037,CUST_111,Wahab Yogi,wahabyogi91@example.com,07586926179,2025-12-08,2025-12-12,,कर्नाटक,351585,Electronics,Electronics Product 76,5.0,3590.86,5,3079.19,50,,Success,Processing,INR,20185.77
TXN_1102,CUST_115,Tamanna Vaidya,tamannavaidya51@example.com,+917925241913,2025-11-08,2025-11-11,Ahmedabad,Arunachal Pradesh,622086,Fashion,Fashion Product 25,4.0,912.53,5,642.17,100,Credit Card,Success,Processing,INR,4209.78
TXN_1167,CUST_296,लीलावती तमांग,लीलावतीतमांग74@example.com,+914601367303,2026-01-09,2026-01-13,चंडीगढ,Meghalaya,520881,Sports,Sports Product 91,1.0,0.0,20,403.73,50,Net Banking,Refunded,Shipped,INR,2646.67
TXN_1036,CUST_109,Jasmit Chana,jasmitchana14@example.com,+914817549651,2026-01-14,2026-01-19,Nagpur,मणिपुर,461200,Beauty,Beauty Product 54,,2463.77,20,1064.35,0,Cash on Delivery,Pending,Processing,INR,6977.4
TXN_1023,CUST_114,Vrinda Khosla,vrindakhosla7@example.com,07014363495,2026-04-21,2026-04-26,चित्रदुर्ग,उत्तर प्रदेश,443135,Beauty,Beauty Product 74,1.0,1208.45,20,870.08,0,UPI,Success,Delivered,INR,5703.88
TXN_1137,CUST_292,चन्द्रकान्त खान,चन्द्रकान्तखान96@example.com,+918057198386,2026-05-25,2026-06-01,Nashik,त्रिपुरा,800439,Beauty,Beauty Product 39,5.0,0.0,15,1205.84,0,Net Banking,Refunded,Cancelled,INR,7904.94
TXN_1171,CUST_183,Kai Gokhale,kaigokhale74@example.com,+911731096789,2026-05-22,2026-05-28,,Punjab,371705,Home,Home Product 34,2.0,2742.19,20,798.75,50,,Failed,Cancelled,INR,5236.25
TXN_1155,CUST_107,सम्मानसूचक प्रभाकर त्रिवेदी,सम्मानसूचकप्रभाकरत्रिवेदी19@example.com,06904268181,2026-01-10,2026-01-17,इलाहाबाद,मेघालय,973577,Sports,Sports Product 96,4.0,656.6,0,472.75,0,Net Banking,Failed,Cancelled,INR,3099.15
TXN_1124,CUST_201,Gaurav Kapadia,gauravkapadia40@example.com,+914655494717,2025-11-17,2025-11-23,Chittoor,Mizoram,846022,Home,Home Product 38,3.0,4006.03,0,2181.26,100,Credit Card,Pending,Processing,INR,14299.35
TXN_1196,CUST_194,संमानित इन्द्रजित कुमार,संमानितइन्द्रजितकुमार79@example.com,01577245992,2026-01-10,2026-01-12,Aligarh,छत्तीसगढ,696393,Fashion,Fashion Product 27,4.0,0.0,20,694.06,50,Cash on Delivery,Refunded,Shipped,INR,4549.95
TXN_1186,CUST_188,लक्ष्मण मित्रा,लक्ष्मणमित्रा57@example.com,+912206447421,2026-02-20,2026-02-26,Delhi,अरूणाचल प्रदेश,780973,Home,Home Product 71,,1409.31,20,414.88,50,Net Banking,Pending,Delivered,INR,2719.78
TXN_1100,CUST_199,अरुणा सक्सेना,अरुणासक्सेना59@example.com,04866618892,2026-04-16,2026-04-19,,Mizoram,856914,Sports,Sports Product 63,500.0,0.0,5,3292.38,50,,Refunded,Cancelled,INR,21583.38
TXN_1055,CUST_127,अशोक साहा,अशोकसाहा75@example.com,+917722170430,2025-08-24,2025-08-25,Satna,पश्चिमी बंगाल,034505,Home,Home Product 83,1.0,2284.94,5,1562.9,0,UPI,Success,Processing,INR,500000.0
TXN_1069,CUST_213,सुदर्शना पवार,सुदर्शनापवार39@example.com,+918267734540,2025-10-30,2025-11-06,Deoghar,Goa,067240,Sports,Sports Product 64,3.0,3058.83,0,1669.77,100,Credit Card,Pending,Shipped,INR,10946.26
TXN_1192,CUST_128,स्वप्निल गुरुंग,स्वप्निलगुरुंग43@example.com,+918421503178,2025-09-24,2025-09-26,Orai,Gujarat,845218,Beauty,Beauty Product 92,3.0,3733.69,0,2034.19,100,Net Banking,Failed,Shipped,INR,13335.26
TXN_1074,CUST_254,संमानित उत्तम महरा,fake_placeholder@example.com,9999999999,2026-05-17,2026-05-18,पाकाला,त्रिपुरा,752431,Electronics,Electronics Product 39,5.0,3142.05,0,2845.84,100,Net Banking,Success,Shipped,INR,18656.09
TXN_1019,CUST_203,मञ्जूषा जेटलीजी,मञ्जूषाजेटलीजी94@example.com,6272046537,2026-03-16,2026-03-19,खडगपुर,सिक्किम,170805,Electronics,Electronics Product 41,2.0,1355.94,15,414.92,0,Cash on Delivery,Pending,Processing,INR,2720.02
TXN_7676,CUST_296,Ronith H,ronithhari37@example.com,02122816064,2026-01-13,2026-01-20,अन्तर्गत,अरूणाचल प्रदेश,202590,Beauty,Beauty Product 74,1.0,2383.97,5,2038.29,0,UPI,Failed,Delivered,INR,13362.15
TXN_1161,CUST_192,सम्मानसूचक सीता वेंकटएसन,सम्मानसूचकसीतावेंकटएसन71@example.com,01694722569,2026-05-06,2026-05-11,अम्बाजी,Karnataka,544964,Home,Home Product 69,5.0,0.0,0,975.57,0,Net Banking,Refunded,Cancelled,INR,6395.42
TXN_1120,CUST_152,कुमारी नारायण,कुमारीनारायण39@example.com,+913303070534,2025-11-17,2025-11-12,देवास,हिमाचल प्रदेश,579727,Fashion,Fashion Product 42,3.0,1976.55,0,1076.34,50,Cash on Delivery,Pending,Shipped,INR,7055.99
TXN_1013,CUST_104,पीताम्बर कुमार,पीताम्बरकुमार15@example.com,05414586850,2026-06-21,2026-06-24,Mangalore,असम,556981,Home,Home Product 40,1.0,,20,228.08,0,Credit Card,Refunded,Delivered,INR,1495.22
TXN_1011,CUST_128,इन्दु बोसजी,इन्दुबोसजी38@example.com,6400524278,2025-11-03,2025-11-07,इलाहाबाद,Tamil Nadu,598262,Fashion,Fashion Product 68,1.0,4792.17,10,794.33,100,UPI,Success,Processing,INR,5207.28
TXN_1053,CUST_266,Saumya Ahluwalia,saumyaahluwalia9@example.com,+914328986143,2026-04-12,2026-04-19,अहमदनगर,Maharashtra,179808,Electronics,Electronics Product 13,1.0,1397.12,0,520.96,100,UPI,Pending,Shipped,INR,3415.2
TXN_1057,CUST_103,Radhika Maharaj,radhikamaharaj54@example.com,+916582029702,2026-01-28,2026-02-04,Ambarnath,त्रिपुरा,755719,Beauty,Beauty Product 23,1.0,0.0,15,2970.01,100,UPI,Refunded,Shipped,INR,19470.05
TXN_1089,CUST_162,Ijaya Soni,ijayasoni68@example.com,07514010512,2026-04-19,2026-04-23,Suryapet,Karnataka,362266,Sports,Sports Product 97,2.0,1264.93,0,473.37,100,Cash on Delivery,Pending,Cancelled,INR,3103.23
TXN_7178,CUST_448,राजेश Basak,राजेशbasak@example.com,09673938525,2025-08-11,2025-08-14,मोकामा,दिल्ली,490827,Fashion,Fashion Product 98,4.0,1926.68,10,1266.49,100,Net Banking,Failed,Delivered,INR,8302.54
TXN_1163,CUST_274,Saanvi Date,saanvidate67@example.com,2005577848,2026-05-15,2026-05-18,धारवाड,Odisha,884578,Fashion,Fashion Product 80,,1318.83,5,1136.6,50,Credit Card,Success,Shipped,INR,7451.04
TXN_1136,CUST_139,Shaurya Mannan,fake_placeholder@example.com,9999999999,2025-10-26,2025-10-28,हैदराबाद,अरूणाचल प्रदेश,620034,Sports,Sports Product 31,1.0,0.0,10,469.41,100,UPI,Refunded,Processing,INR,3077.24
TXN_6609,CUST_467,विजय Dube,विजयdube@example.com,7239504102,2025-12-27,2025-12-31,Coimbatore,अंडमान और निकोबार,044997,Sports,Sports Product 64,1.0,543.51,0,507.16,100,UPI,Success,Processing,INR,3324.71
TXN_1111,CUST_195,Vanya Acharya,vanyaacharya20@example.com,03252500292,2025-09-12,2025-09-18,Srinagar,पश्चिमी बंगाल,452267,Beauty,Beauty Product 18,1.0,4242.97,0,772.73,50,,Failed,Shipped,INR,5065.7
TXN_1168,CUST_275,सुरज भटनागर,सुरजभटनागर52@example.com,+913650249163,2025-07-30,2025-08-02,,मध्य प्रदेश,327195,Beauty,Beauty Product 19,-5.0,1211.36,15,194.34,50,Cash on Delivery,Pending,Processing,INR,1274.0
TXN_1065,CUST_175,Balvan Devan,balvandevan30@example.com,08729825952,2026-05-12,2026-05-15,फतहपुर,लक्षद्वीप,055169,Fashion,Fashion Product 48,1.0,3686.08,5,639.32,50,Credit Card,Success,Processing,INR,4191.1
TXN_1154,CUST_110,Zarna Mangal,zarnamangal94@example.com,+919883920530,2026-04-15,2026-04-22,Bally,उत्तर प्रदेश,938011,Home,Home Product 88,4.0,1735.5,0,1249.56,0,,Failed,Shipped,INR,8191.56
TXN_8839,CUST_167,Bhavani S,bhavanisha85@example.com,+918743152742,2026-01-08,2026-01-09,Sagar,Goa,851612,Fashion,Fashion Product 40,,0.0,5,1020.52,0,Cash on Delivery,Refunded,Cancelled,INR,6690.06
TXN_1197,CUST_295,हर्श श्रीवास्तव,सिद्धार्थटंडन32@example.com,09583219719,2025-11-11,2025-11-17,चक्रधरपुर,Uttarakhand,461919,Sports,Sports Product 20,5.0,2510.37,10,2033.4,0,Credit Card,Success,Shipped,INR,13330.06
TXN_1148,CUST_134,Ria Gandhi,riagandhi6@example.com,+918432225913,2025-08-25,2025-08-28,,Meghalaya,392603,Sports,Sports Product 53,2.0,4236.73,15,1314.44,100,Cash on Delivery,Pending,Shipped,INR,8616.88
TXN_1009,CUST_192,Ekapad Bir,ekapadbir29@example.com,01939909169,2026-03-05,2026-03-07,दादरा और नगर हवेली,मिजोरम,247510,Sports,Sports Product 73,,0.0,0,702.18,0,UPI,Refunded,Delivered,INR,4603.2
TXN_1097,CUST_123,ज़स्विन्देर् द्विवेदी,ज़स्विन्देर्द्विवेदी51@example.com,7005162713,2026-03-01,2026-03-02,देहरा,Bihar,426221,Home,Home Product 78,,2546.54,10,430.54,100,Cash on Delivery,Failed,Delivered,INR,2822.43
TXN_1194,CUST_222,अमित शुक्ला,अमितशुक्ला42@example.com,+918585424932,2025-12-19,2025-12-21,Pudukkottai,दादरा और नगर हवेली,070160,Electronics,Electronics Product 43,4.0,,10,1019.78,50,Net Banking,Success,Processing,EUR,€74.28
TXN_1063,CUST_290,सेठ अगरवालजी,सेठअगरवालजी71@example.com,07747016873,2026-04-15,2026-04-18,Nashik,Jharkhand,480162,Home,Home Product 99,4.0,1719.12,10,1113.99,0,Credit Card,Pending,Processing,INR,7302.82
TXN_5772,CUST_167,Bhavani Sha,bhavanisha85@example.com,+918743152742,2026-01-08,2026-01-09,Sagar,Goa,851612,Fashion,Fashion Product 40,,0.0,5,1020.52,0,Cash on Delivery,Refunded,Cancelled,INR,6690.06
TXN_1131,CUST_172,श्री थापाजी,श्रीथापाजी50@example.com,09027716701,2025-07-11,2025-07-15,आदिलाबाद,Sikkim,637562,Home,Home Product 96,5.0,735.64,10,595.87,0,Net Banking,Success,Cancelled,INR,3906.25
TXN_5246,CUST_408,Wishi Kumer,wishikumer@example.com,8468950097,2025-09-17,2025-09-20,अगरतला,त्रिपुरा,815798,Electronics,Electronics Product 63,5.0,1884.55,0,1714.1,100,Cash on Delivery,Failed,Shipped,INR,11236.85
TXN_1004,CUST_241,अखिल मिस्त्रीजी,अखिलमिस्त्रीजी38@example.com,01462704828,2025-08-19,2025-08-26,Guna,Chhattisgarh,880957,Sports,Sports Product 56,1.0,1365.3,0,1228.77,0,UPI,Failed,Delivered,INR,8055.27
TXN_8344,CUST_175,Balvan Devan,balvandevan30@example.com,08729825952,2026-05-12,2026-05-15,फतहपुर,लक्षद्वीप,055169,Fashion,Fashion Product 48,1.0,3686.08,5,639.32,50,Credit Card,Success,Processing,INR,4191.1
TXN_1128,CUST_218,सम्मानात्मक कम्बोज टंडन,सम्मानात्मककम्बोजटंडन58@example.com,06184992618,2025-07-22,2025-07-23,,Meghalaya,483564,Electronics,Electronics Product 57,,0.0,0,474.46,100,Cash on Delivery,Refunded,Delivered,INR,3110.33
TXN_1071,CUST_174,आकाङ्क्षा सेनगुप्ता,आकाङ्क्षासेनगुप्ता5@example.com,+917454990453,2026-01-08,2026-01-10,Kirari Suleman Nagar,महाराष्ट्र,145933,Home,Home Product 46,1.0,0.0,5,570.09,50,UPI,Refunded,Delivered,INR,3737.27
TXN_1143,CUST_257,माधवी महराजी,माधवीमहराजी1@example.com,5368222394,2025-11-12,2025-11-13,Bokaro,West Bengal,414139,Electronics,Electronics Product 42,2.0,4257.33,20,1244.11,100,Cash on Delivery,Success,Processing,INR,8155.84
TXN_1185,CUST_246,Krishna Ramaswamy,krishnaramaswamy87@example.com,07027937145,2026-02-05,2026-02-10,Mysore,Tamil Nadu,186892,Beauty,Beauty Product 60,3.0,4795.74,5,2469.21,50,Credit Card,Failed,Delivered,INR,16187.07
TXN_1105,CUST_269,सम्मानात्मक दिनेश सिंह,सम्मानात्मकदिनेशसिंह4@example.com,2619906234,2025-09-05,2025-09-07,जिलोंपर,उडीसा,431329,Electronics,Electronics Product 55,999.0,3149.84,0,1133.94,0,Net Banking,Success,Shipped,INR,7433.62
TXN_8584,CUST_492,Arjun Sha,arjunsha@example.com,+919391119269,2026-01-08,2026-01-09,Sagar,Goa,851612,Fashion,Fashion Product 40,,0.0,5,1020.52,0,Cash on Delivery,Refunded,Cancelled,INR,6690.06
TXN_1199,CUST_114,David Pingle,davidpingle59@example.com,+918514036965,2025-10-27,2025-10-29,बहादुरगढ,कर्नाटक,238656,Sports,Sports Product 63,,3037.6,20,1758.66,50,Net Banking,Success,Cancelled,INR,11528.98
TXN_1127,CUST_212,आदरसूचक कृष्ण डी’कोस्टा,आदरसूचककृष्णडी’कोस्टा9@example.com,+913323098215,2026-02-04,2026-02-08,Rohtak,Punjab,001676,Beauty,Beauty Product 90,3.0,4083.48,20,1764.06,0,Net Banking,Success,Processing,INR,11564.41
TXN_1024,CUST_272,Tarak Sule,taraksule31@example.com,08941343524,2025-12-25,2025-12-29,Panipat,Arunachal Pradesh,710947,Electronics,Electronics Product 82,,0.0,0,1135.85,100,Credit Card,Refunded,Processing,USD,$89.71
TXN_1110,CUST_215,Wridesh Lata,wrideshlata30@example.com,+919652239559,2025-10-05,2025-10-09,Tezpur,Odisha,842701,Home,Home Product 68,4.0,2371.95,0,1716.8,50,Cash on Delivery,Failed,Processing,INR,11254.6
TXN_1107,CUST_257,Nidhi Sethi,nidhisethi6@example.com,+917121003236,2026-07-07,2026-07-13,फतहपुर,छत्तीसगढ,372151,Sports,Sports Product 48,4.0,0.0,0,2444.42,0,Cash on Delivery,Refunded,Cancelled,INR,16024.54
TXN_1038,CUST_259,ईश राय,ईशराय41@example.com,3900532931,2025-08-27,2025-09-02,Muzaffarpur,मध्य प्रदेश,228421,Electronics,Electronics Product 48,5.0,1891.78,15,1456.21,50,Cash on Delivery,Failed,Shipped,INR,9546.27
TXN_1029,CUST_229,अभय जेटलीजी,अभयजेटलीजी63@example.com,+913859770348,2025-10-02,2025-10-05,,हिमाचल प्रदेश,248086,Electronics,Electronics Product 21,4.0,4232.07,0,3047.09,0,Net Banking,Pending,Processing,INR,19975.37
TXN_1156,CUST_245,रघु दुत्ता,ekanshraja5@example.com,3565880434,2026-01-16,2026-01-21,Tiruvottiyur,Nagaland,553942,Fashion,Fashion Product 96,4.0,4769.71,10,3099.77,50,,Pending,Processing,INR,20320.73
TXN_1022,CUST_208,पूर्णिमा दासजी,पूर्णिमादासजी90@example.com,+914737996507,2025-08-09,2025-08-15,दालखोला,Kerala,494808,Sports,Sports Product 94,,1196.59,10,775.39,0,,Success,Processing,INR,5083.11
TXN_1018,CUST_204,Lopa Bahri,fake_placeholder@example.com,9999999999,2026-06-24,2026-06-25,Junagadh,बिहार,627298,Electronics,Electronics Product 94,4.0,2094.34,15,1290.74,50,Credit Card,Success,Delivered,INR,8461.5
TXN_1117,CUST_284,Jai Sen,jaisen42@example.com,+913320616329,2025-08-19,2025-08-26,देहरा,Assam,854870,Sports,Sports Product 86,1.0,4475.04,5,765.23,0,Credit Card,Success,Processing,INR,5016.52
TXN_1190,CUST_206,Aachal Bir,aachalbir23@example.com,08850155699,2026-01-02,2026-01-03,,उत्तरांचल,027278,Beauty,Beauty Product 73,2.0,4714.74,10,1527.58,0,Credit Card,Failed,Delivered,INR,10014.11
TXN_1002,CUST_250,स्वपन साहा,स्वपनसाहा36@example.com,4192832764,2026-03-18,2026-03-25,Pimpri-Chinchwad,Uttarakhand,641395,Electronics,Electronics Product 30,4.0,2031.13,5,1389.29,0,Net Banking,Success,Delivered,INR,9107.58
TXN_1183,CUST_217,संमानित जयेन्द्र भरद्वाज,fake_placeholder@example.com,9999999999,2026-01-25,2026-01-28,धारवाड,दिल्ली,609656,Sports,Sports Product 55,3.0,3245.34,5,1664.86,0,Net Banking,Failed,Shipped,INR,10914.08
TXN_1096,CUST_165,माननीय राजन सेनगुप्ता,hardiksharaf62@example.com,+912770632424,2025-09-27,2025-10-04,Chandrapur,Kerala,643611,Home,Home Product 53,1.0,0.0,0,469.35,0,UPI,Refunded,Processing,INR,3076.84
TXN_1188,CUST_205,गौतम पवार,गौतमपवार43@example.com,05616814721,2025-12-19,2025-12-25,चंडीगढ,कर्नाटक,198179,Beauty,Beauty Product 22,2.0,0.0,20,150.72,0,Cash on Delivery,Refunded,Cancelled,INR,988.03
TXN_1164,CUST_177,Darika Pau,darikapau22@example.com,02400825478,2026-06-14,2026-06-16,,अरूणाचल प्रदेश,930853,Home,Home Product 38,3.0,,20,2066.91,50,Credit Card,Failed,Shipped,INR,13549.72
TXN_1170,CUST_219,Mohammed Sengupta,mohammedsengupta16@example.com,08570862095,2026-01-26,2026-01-29,Rajkot,केरल,945651,Beauty,Beauty Product 41,2.0,935.65,10,312.15,50,Cash on Delivery,Pending,Shipped,USD,$24.65
TXN_8419,CUST_400,विष्णु Borde,विष्णुborde@example.com,07836674286,2025-11-09,2025-11-16,,मणिपुर,117240,Beauty,Beauty Product 89,1.0,0.0,5,1595.75,0,UPI,Refunded,Delivered,INR,10461.04
TXN_5185,CUST_134,Ria G,riagandhi6@example.com,+918432225913,2025-08-25,2025-08-28,,Meghalaya,392603,Sports,Sports Product 53,2.0,4236.73,15,1314.44,100,Cash on Delivery,Pending,Shipped,INR,8616.88
TXN_1043,CUST_226,Tanveer Puri,tanveerpuri52@example.com,05254599102,2025-11-18,2025-11-20,Jodhpur,दादरा और नगर हवेली,976438,Fashion,Fashion Product 93,1.0,4516.97,0,822.05,50,UPI,Pending,Cancelled,INR,5389.02
