Student_ID,Name,Phone,Email,Course,Grade
ID-lCEu-8330,kimberly murphy,2579935922,kimberly.murphy@wallace.com,Economics,29.0
STU00348,Aaron Barker,1965759135,aaron.barker@thompson.biz,Mathematics,119.0
STU00006,Andrea Lutz,7034514247,andrea.lutz@coleman.com,Literature,85.0
STU00349,James Ross,8306498629,james.ross@butler.com,History,27.0
,Jennifer Sanders,5124735643,jennifer.sanders@jones.com,Chemistry,-10.0
STU00088,JOHN MILLER,2613963045,john.miller@herring.org,History,100.0
STU00322,Jennifer Gallegos,8369969684,jennifer.gallegos@hensley.com,Literature,38.0
STU00050,kristopher stone,1807035593,kristopher.stone@scott-dickerson.com,Biology,52.0
STU00080,Robert Vaughan,6084723473,robert.vaughan@adams-johnson.org,Computer Science,40.0
STU00258,Dustin Price,,dustin.price@peterson.info,,12.0
STU00454,JUSTIN MAXWELL,8213141369,justin.maxwell@adams.info,Physics,35.0
,Alexis Johnson,,alexis.johnson@reynolds-wong.com,Computer Science,84.0
STU00145,ASHLEY SHAFFER,5786843082,ashley.shaffer@smith.info,Economics,92.0
STU00054,Tristan Calderon,1676298039,tristan.calderon@wilson.net,Literature,99.0
STU00232,Clinton Gutierrez,6602005135,clinton.gutierrez@harris.info,Art,92.0
,Samuel Dalton,6230544893,samuel.dalton@olsen-lee.net,Mathematics,86.0
STU00234,Cameron Sweeney,0261791400,cameron.sweeney@barry.biz,Physics,55.0
STU00026,Allison Colon,2437793211,allison.colon@lester-lang.biz,Biology,18.0
STU00151,Sara Klein,9965181349,sara.klein@martinez.com,Physics,31.0
STU00185,Nancy Mercer,2702766042,nancy.mercer@norris.info,Chemistry,28.0
STU00318,Kenneth Armstrong,1539521326,kenneth.armstrong@williams-mccarthy.info,,99.0
STU00122,,0301686860,jeremy.bailey@nelson.net,Mathematics,16.0
STU00096,Nancy Jarvis,5254138517,nancy.jarvis@walker.org,,25.0
STU00355,Carlos Gallagher,3512588745,carlos.gallagher@roach-sparks.com,Economics,5.0
STU00190,samantha miller,4655100879,samantha.miller@nelson-cline.com,Literature,5.0
STU00495,,3929612998,tiffany.boyd@zimmerman.com,Literature,20.0
STU00084,KIM WILSON,7517953464,kim.wilson@martin.biz,Chemistry,13.0
,Mark Mitchell,,mark.mitchell@conrad.org,Economics,8.0
STU00466,David Gonzalez,1137786330,david.gonzalez@lang.info,Economics,42.0
STU00442,ricardo roberts,4557326500,ricardo.roberts@barton-wood.com,Art,41.0
STU00087,Michelle Alvarado,0611399290,michelle.alvarado@boyd-hart.com,Chemistry,26.0
STU00270,Heather Jenkins,5053597579,heather.jenkins@sims.com,History,33.0
STU00307,Elizabeth Edwards,7061924195,elizabeth.edwards@velasquez-reilly.net,Chemistry,55.0
,Andrea Morales,0804599378,andrea.morales@brown-goodman.com,Mathematics,46.0
ID-Ueof-1266,Cody Thompson,5029517649,cody.thompson@underwood.com,History,29.0
ID-HHwp-3034,ERIC MARTINEZ,9303526962,eric.martinez@edwards.com,Computer Science,23.0
STU00068,David Myers,6489427071,david.myers@shah.com,Economics,65.0
STU00079,nicholas harrison,2411605108,nicholas.harrison@little.net,Biology,41.0
,Laurie Williams,0962815963,laurie.williams@ortiz-green.org,Chemistry,83.0
STU00299,Timothy Carlson,8341462463,timothy.carlson@clark.com,Art,24.0
STU00067,KIMBERLY STEWART,8905863550,kimberly.stewart@steele-marshall.com,Chemistry,
STU00414,Roger Allen,1292437137,roger.allen@murray.info,,66.0
STU00125,JOHN ALLEN,4025608314,john.allen@lowe.com,,98.0
STU00480,Jennifer Hall,8719951028,jennifer.hall@hunter-pennington.com,Physics,64.0
STU00166,Christine Peck,7318580522,christine.peck@sparks.biz,,32.0
STU00292,HAROLD MULLINS,6950490785,harold.mullins@wiley.org,Biology,52.0
STU00097,,7346533737,samantha.kelly@wright.com,History,100.0
STU00301,Allison Grant,6357853253,allison.grant@brown.com,History,13.0
STU00219,emily fletcher,5077551798,emily.fletcher@price.org,Physics,6.0
ID-XQUt-8073,Sarah Phillips,3417107174,sarah.phillips@lawrence.com,,12.0
,Nathan Randolph,8039516318,nathan.randolph@zimmerman.com,Computer Science,44.0
STU00309,david blevins,1650119421,,Art,56.0
STU00408,Lonnie Parsons,5108556304,lonnie.parsons@reese-schwartz.com,Physics,2.0
STU00445,David Robbins,1866224419,david.robbins@lewis-roberts.com,,66.0
STU00370,Michelle Escobar,6320954565,michelle.escobar@jackson-shaw.net,Computer Science,57.0
STU00465,Barbara Ibarra,5751232635,barbara.ibarra@may-hale.com,Physics,122.0
,Nicholas Jordan,8213002817,nicholas.jordan@wilson-evans.info,Computer Science,85.0
STU00180,Julie Lin,5059861816,julie.lin@logan.com,Art,76.0
STU00404,David Gonzales,8604014602,david.gonzales@smith.org,Economics,93.0
STU00280,Terry Gregory,9441797387,terry.gregory@wallace.com,Computer Science,87.0
STU00397,JOHN FLORES,6090045391,john.flores@ramirez.net,Physics,82.0
STU00253,Bianca Archer,1413611329,bianca.archer@sanchez.net,Economics,92.0
STU00052,Tyler Webb,9861101137,tyler.webb@nguyen.com,Mathematics,28.0
STU00486,joshua sims,0383849065,joshua.sims@mitchell.com,Literature,
STU00298,Amy Rowland,,amy.rowland@farley-hill.com,Art,124.0
STU00470,Mario Espinoza,2585596835,mario.espinoza@pennington.info,Literature,33.0
STU00142,BENJAMIN WATSON,7012449148,benjamin.watson@keller-miller.com,Chemistry,59.0
STU00434,Paul Douglas,0981066228,paul.douglas@keith-lee.net,Biology,54.0
STU00184,Juan Keith,2297996779,juan.keith@davis.com,Literature,41.0
,Lisa Wade,,lisa.wade@matthews.com,Art,102.0
STU00358,Sharon Leonard,6020470175,sharon.leonard@johnson.com,Literature,77.0
STU00077,kathy davis,1655822886,kathy.davis@wheeler.com,Literature,4.0
STU00082,christina brown,2069764063,christina.brown@garcia.com,Mathematics,48.0
STU00018,BRADLEY BROWN,0627612674,bradley.brown@arellano-chandler.org,Literature,59.0
STU00217,John Roach,5962465252,john.roach@cabrera-arnold.com,Mathematics,32.0
ID-XYZU-8871,JENNIFER LEONARD,,jennifer.leonard@cole.info,Art,-28.0
STU00089,,0598960637,sherri.newman@lopez-bass.com,Economics,25.0
,Nancy Smith,2928960959,nancy.smith@mcdaniel.net,Mathematics,57.0
STU00492,Tracey Weber,7919933005,tracey.weber@duarte.info,Literature,44.0
,Natalie Galvan,5987717259,,History,45.0
STU00356,Christopher Middleton,3643673110,christopher.middleton@stevens.info,Computer Science,54.0
STU00094,Joanna Dunn,2880427593,joanna.dunn@smith-townsend.com,Literature,44.0
STU00383,Laura Solis,2073517580,laura.solis@tran.org,Computer Science,63.0
STU00254,Joseph Willis,9337873460,joseph.willis@williams-cabrera.biz,History,12.0
STU00235,,5896985112,travis.trujillo@lopez-simpson.com,Literature,94.0
STU00023,Catherine Olson,4222276702,catherine.olson@shaffer-jones.com,Biology,34.0
ID-kqTk-5910,Whitney Brown,7456218388,whitney.brown@singh-hines.com,Physics,35.0
STU00488,HOLLY LEE,1001346416,holly.lee@wilson.com,Art,9.0
STU00149,John Ramirez,5921909725,john.ramirez@turner-shaffer.com,Computer Science,81.0
STU00285,Christopher Hall,6064653753,christopher.hall@knight.com,Art,30.0
STU00461,alison foster,7155139038,alison.foster@munoz.com,Computer Science,33.0
STU00131,William Obrien,8814616289,william.obrien@spears.com,Art,73.0
STU00046,Sherri Jones,1429802713,sherri.jones@cox.info,History,87.0
STU00441,Jacob White,6636874264,jacob.white@meyer.com,Mathematics,47.0
STU00338,Christina Merritt,1855435931,christina.merritt@haley.com,Literature,31.0
STU00226,Richard Malone,9850945041,richard.malone@thomas.com,Biology,73.0
STU00207,Andrew Stanley,2751599389,andrew.stanley@morgan.com,Biology,0.0
ID-WRcU-5872,LAURA CARROLL,5078144519,laura.carroll@white-oconnell.com,Economics,51.0
STU00407,Luke Moreno,5390966489,,Physics,15.0
STU00244,Joshua Smith,1337801584,joshua.smith@james-becker.com,History,18.0
ID-DTlh-2857,Jennifer Perez,1397213377,jennifer.perez@wheeler.com,Chemistry,70.0
STU00071,Brandon Mcdonald,2658848978,,Economics,92.0
STU00366,Kevin Best,2968214224,kevin.best@jones.com,Economics,38.0
,,7269146097,kelly.murray@lee-mathews.com,,63.0
STU00493,William Porter,8435092099,william.porter@riley-stevens.com,Chemistry,2.0
STU00262,Toni Hopkins,4873625806,toni.hopkins@mcguire.net,Physics,60.0
ID-IBZn-7368,Danny Spencer,5189705259,danny.spencer@maldonado.com,Literature,52.0
STU00120,karen johnson,5585928743,karen.johnson@grant-ritter.com,Physics,23.0
STU00462,Cheryl Combs,5720774331,cheryl.combs@morgan.com,Computer Science,97.0
STU00494,Amy Hoffman,4705910902,amy.hoffman@dalton.net,Computer Science,57.0
STU00197,BRITTANY PARK,0119625902,brittany.park@smith.biz,Economics,90.0
STU00250,David Richards,2784417326,david.richards@walker.org,Mathematics,68.0
STU00014,Daniel Mcneil,7999914620,daniel.mcneil@roberts.com,Art,15.0
ID-juDy-9742,Chad Chapman,9478195718,chad.chapman@beard.com,Computer Science,33.0
,Kevin Good,6735715273,,Biology,63.0
STU00339,Brandon Anderson,8008435401,brandon.anderson@thompson.com,,99.0
STU00003,Nathan Ward,4920624126,nathan.ward@ritter.org,Art,98.0
STU00028,Michelle Carson,,michelle.carson@pacheco.com,Literature,65.0
STU00497,Veronica Williams,1616841128,veronica.williams@douglas-bell.biz,Biology,
STU00113,Kelly Rodgers,6395057234,kelly.rodgers@collins-conner.info,History,5.0
STU00394,Charles Smith,3967859355,charles.smith@richardson.info,Physics,27.0
STU00395,Kimberly Chung,3776716918,kimberly.chung@torres-thompson.org,Literature,38.0
STU00092,Jared Henry,6247741669,jared.henry@gonzales.com,History,56.0
STU00320,AMBER TYLER,7651214265,,Art,32.0
,Caitlin Yang,3891485739,caitlin.yang@thompson.com,Art,50.0
STU00236,JOHN LANE,8254289896,john.lane@martin.info,Computer Science,3.0
STU00386,Ronald Smith,4155278736,ronald.smith@moore.com,Literature,31.0
STU00173,Gerald Jones,6806567380,gerald.jones@rice.com,Art,77.0
STU00137,Andrew Williams,9365909142,andrew.williams@byrd-hanna.com,Literature,2.0
STU00214,KEVIN MONTGOMERY,5861741563,kevin.montgomery@barron-lee.info,Physics,123.0
STU00229,RICHARD WALLACE,7644370218,richard.wallace@vasquez.biz,Computer Science,21.0
STU00438,Joanne Smith,8749186997,joanne.smith@ramos.com,Chemistry,-17.0
STU00047,Carlos Henry,7623489689,carlos.henry@peterson.info,Biology,21.0
STU00174,Matthew Kim,1587870989,matthew.kim@walker.com,Literature,99.0
ID-ZRww-4435,Anna Gomez,4811793013,anna.gomez@ramirez.com,Art,50.0
STU00282,Matthew Randolph,4238183046,matthew.randolph@bowers.com,Art,24.0
STU00378,Ronald Thompson,7655782866,ronald.thompson@mcdowell.com,Physics,92.0
STU00342,MARY PEREZ,1399005584,mary.perez@ferguson.com,Mathematics,40.0
STU00457,mark watts,,mark.watts@ramirez.biz,Literature,78.0
,Julie Miller,0684416589,julie.miller@kane.com,Chemistry,9.0
STU00276,Shirley Gomez,8477583759,shirley.gomez@phillips-deleon.com,Literature,14.0
ID-ArKA-4022,Melissa Ramos,7592121686,melissa.ramos@fields.info,Physics,39.0
STU00444,Tiffany Jimenez,4422865502,tiffany.jimenez@montgomery.com,Biology,84.0
,Karen Sanchez,9577048307,karen.sanchez@weeks.info,Computer Science,23.0
STU00030,Ashley Ponce,0176434328,ashley.ponce@stein.net,Biology,55.0
STU00419,Cheryl Gaines,7700519601,cheryl.gaines@stewart.com,Literature,84.0
STU00498,Jonathan Williams,6507796627,jonathan.williams@lewis.com,Economics,79.0
STU00204,Kathy Hernandez,8505159793,kathy.hernandez@gaines.info,Literature,44.0
STU00191,Angela Solis,7131118913,angela.solis@walters-graves.com,History,76.0
STU00380,Lauren King,4422801611,lauren.king@collins-west.biz,Art,71.0
STU00164,Rachel Obrien,8218990493,rachel.obrien@hobbs.com,Physics,28.0
STU00152,ROBIN MCLAUGHLIN,5546181924,robin.mclaughlin@rivas-daniel.biz,Art,12.0
STU00403,KENNETH CARTER,9684438733,kenneth.carter@kennedy-wood.net,Literature,133.0
STU00353,Nicole Shaffer,6158360622,nicole.shaffer@thompson.com,Chemistry,71.0
STU00463,Jeffrey French,4962653482,jeffrey.french@williams-clayton.com,Chemistry,77.0
STU00499,Robin Martin,0613090287,robin.martin@young.com,Mathematics,58.0
STU00203,Heather Cameron,3821342906,heather.cameron@anthony-myers.org,Biology,81.0
STU00248,CHRISTOPHER BLAKE,1606425747,christopher.blake@li-owens.com,Physics,97.0
STU00273,Dawn Dixon,7276576599,dawn.dixon@curtis.net,Mathematics,62.0
STU00140,Crystal Simmons,5922414200,crystal.simmons@fuller-vega.com,History,145.0
STU00362,Danielle Moss,0499824458,danielle.moss@johnson.info,Economics,1.0
STU00095,John Phillips,7266410387,john.phillips@sexton.net,Art,48.0
STU00300,Ariel Reynolds,8620854671,ariel.reynolds@johnson.info,Biology,56.0
STU00327,Alison Cruz,9429028799,alison.cruz@nelson.info,Economics,26.0
ID-tLpD-3848,Karen Flowers,3196537311,karen.flowers@maldonado-conway.biz,Mathematics,-21.0
,Stacey Fuentes,8634979356,stacey.fuentes@ruiz.com,Art,-20.0
STU00289,JULIE SEXTON,4187933504,julie.sexton@miller.org,Chemistry,89.0
STU00329,Emily Smith,5353507843,emily.smith@dominguez.com,Physics,48.0
STU00294,NICOLE BURGESS,1292476617,nicole.burgess@nelson.com,History,9.0
STU00440,Michele Nelson,3491914325,michele.nelson@horn.com,Mathematics,74.0
STU00436,Randy Marks,5770848090,randy.marks@smith-stokes.biz,Economics,-25.0
ID-IBZn-7368,Danny Spencer,5189705259,danny.spencer@maldonado.com,Literature,52.0
STU00284,Tricia Ray,6283064928,tricia.ray@hunt.com,Biology,-24.0
STU00099,Christian Boyer,2797406165,christian.boyer@stone.com,Literature,76.0
STU00264,Mark Hull,0797773068,mark.hull@garcia-conner.biz,Physics,0.0
STU00239,David Hunter,3452575518,david.hunter@watkins.com,Literature,1.0
STU00457,mark watts,7199437986,mark.watts@ramirez.biz,Literature,78.0
STU00004,Thomas Jimenez,8428011095,thomas.jimenez@shah.com,Biology,81.0
STU00105,Michael Mason,0491592135,,Computer Science,10.0
STU00343,Austin Brown,8441341970,,Literature,84.0
ID-aCWG-3865,Jennifer Sanders,0972389037,jennifer.sanders@marshall.com,Physics,72.0
STU00275,Kara Valentine,9657870392,kara.valentine@cooper.com,Biology,120.0
STU00249,Timothy Roth,,timothy.roth@price.com,Economics,53.0
STU00418,diane kaufman,1864422688,diane.kaufman@massey.com,Economics,20.0
STU00059,Whitney Shaw,5511259238,whitney.shaw@lopez.com,Art,34.0
STU00371,Jerry Fox,2405850694,jerry.fox@morton-carpenter.com,Physics,143.0
STU00136,Robert Jackson,5907400181,robert.jackson@mcclain.com,History,53.0
STU00032,EMILY HOLMES,3600453352,emily.holmes@mccann.com,,85.0
STU00049,Jennifer Harrington,2914298888,jennifer.harrington@burgess-alvarez.com,Mathematics,30.0
,Troy Grant,,,Chemistry,93.0
STU00477,charles powell,0867534447,charles.powell@porter.org,Economics,129.0
STU00005,Emma Bishop,9722387212,emma.bishop@morgan-jones.net,Art,
STU00110,Alex Lewis,8319370669,alex.lewis@wright.com,Biology,95.0
STU00316,Erin Santos,7631882143,erin.santos@cunningham-mendoza.org,Physics,
STU00393,Jenna Montgomery,0604172533,jenna.montgomery@santiago.com,History,24.0
,Matthew Ward,8875168174,matthew.ward@mclean.com,Art,-28.0
STU00337,Adam Todd,3786508152,adam.todd@moore.com,Physics,10.0
STU00243,Peter Chang,9514135680,peter.chang@murray-parker.com,,89.0
